movieId,cast
1026,Burl Ives|Beulah Bondi|Bobby Driscoll|Luana Patten|Harry Carey|Raymond Bond|Walter Soderling|Matt Willis|John Beal|Ken Carson|Bob Haymes|The Rhythmaires|Danny|
1027,Kevin Costner|Morgan Freeman|Mary Elizabeth Mastrantonio|Christian Slater|Alan Rickman|Geraldine McEwan|Michael McShane|Brian Blessed|Michael Wincott|Nick Brimble|Soo Drouet|Daniel Newman|Daniel Peacock|Walter Sparrow|Harold Innocent|
1028,Julie Andrews|Dick Van Dyke|David Tomlinson|Glynis Johns|Hermione Baddeley|Reta Shaw|Karen Dotrice|Matthew Garber|Elsa Lanchester|Arthur Treacher|Reginald Owen|Ed Wynn|Jane Darwell|Arthur Malet|James Logan|
1029,James Baskett|Herman Bing|Billy Bletcher|Edward Brophy|Jim Carmichael|Hall Johnson Choir|Cliff Edwards|Verna Felton|Noreen Gammill|Eddie Holden|Sterling Holloway|Malcolm Hutton|Harold Manley|John McLeish|
1030,Helen Reddy|Jim Dale|Mickey Rooney|Red Buttons|Shelley Winters|Sean Marshall|Jane Kean|Jim Backus|Charles Tyner|Gary Morgan|Jeff Conaway|Cal Bartlett|Charlie Callas|Walter Barnes|Al Checco|
1031,Angela Lansbury|David Tomlinson|Roddy McDowall|Sam Jaffe|John Ericson|Bruce Forsyth|Roy Snart|Ian Weighill|Ben Wrigley|Reginald Owen|Cyril Delevanti|Rick Traeger|
1032,Kathryn Beaumont|Ed Wynn|Richard Haydn|Sterling Holloway|Jerry Colonna|Verna Felton|Bill Thompson|Heather Angel|Joseph Kearns|Larry Grey|Queenie Leonard|Dink Trout|Doris Lloyd|James MacDonald|
1033,Mickey Rooney|Kurt Russell|Pearl Bailey|Jack Albertson|Sandy Duncan|Jeanette Nolan|Pat Buttram|John Fiedler|John McIntire|Richard Bakalyan|Paul Winchell|Keith Coogan|Corey Feldman|
1034,Kiefer Sutherland|Reese Witherspoon|Bokeem Woodbine|Paul Perri|Robert Peters|Ben Meyerson|Craig Barnett|Wolfgang Bodison|Dan Hedaya|Chris Renna|Kathleen Marshall|Melinda Renna|Kitty Fox|
1035,Julie Andrews|Christopher Plummer|Eleanor Parker|Richard Haydn|Peggy Wood|Charmian Carr|Nicholas Hammond|Duane Chase|Angela Cartwright|Debbie Turner|Kym Karath|Anna Lee|Portia Nelson|Ben Wright|
1036,Bruce Willis|Bonnie Bedelia|Reginald VelJohnson|Paul Gleason|William Atherton|Hart Bochner|James Shigeta|Alan Rickman|Alexander Godunov|Bruno Doyon|Andreas Wisniewski|Joey Plewa|Lorenzo Caccialanza|
1037,Jeff Fahey|Pierce Brosnan|Jenny Wright|Mark Bringelson|Geoffrey Lewis|Jeremy Slate|Dean Norris|Colleen Coffey|Jim Landis|Troy Evans|Rosalee Mayeux|Michael Gregory|Joe Hart|John Laughlin|
1040,Bob Hoskins|Patricia Arquette|Jim Broadbent|Christian Bale|Roger Hammond|Eddie Izzard|Ralph Nossek|Neville Phillips|Elizabeth Spriggs|Peter Vaughan|Julian Wadham|
1041,Timothy Spall|Phyllis Logan|Brenda Blethyn|Claire Rushbrook|Elizabeth Berrington|Michele Austin|Lee Ross|Lesley Manville|Ron Cook|Emma Amos|Brian Bovell|Trevor Laird|Clare Perkins|Elias Perkins McCook|
1042,Tom Everett Scott|Liv Tyler|Johnathon Schaech|Steve Zahn|Ethan Embry|Tom Hanks|Charlize Theron|Giovanni Ribisi|Chris Ellis|Alex Rocco|Bill Cobbs|Peter Scolari|Rita Wilson|Chris Isaak|
1043,Peter Gallagher|Michelle Pfeiffer|Claire Danes|Laurie Fortier|Wendy Crewson|Bruce Altman|Kathy Baker|Lorielle New|Danny Crook|Seth Green|Todd Haven|
1044,Anthony Hopkins|Natascha McElhone|Julianne Moore|Joss Ackland|Dennis Boutsikaris|Peter Eyre|Peter Gerety|Susannah Harker|Jane Lapotaire|Joseph Maher|Bob Peck|Diane Venora|Dominic West|Joan Plowright|Laura Aikman|
1046,Meera Syal|Martin Walsh|Andrew Fraser|John Savage|Scott Neal|Glen Berry|Julie Smith|Linda Henry|Jeillo Edwards|Tameka Empson|Anna Karen|Garry Cooper|Ben Daniels|Daniel Bowers|
1047,Geena Davis|Yvonne Zima|Craig Bierko|Tom Amandes|Brian Cox|Patrick Malahide|David Morse|Joseph McKenna|Melina Kanakaredes|Kristen Bone|Jennifer Pisana|Rex Linn|Alan North|
1049,Michael Douglas|Val Kilmer|Tom Wilkinson|John Kani|Bernard Hill|Brian McCardie|Emily Mortimer|Om Puri|Henry Cele|Kurt Egelhof|Satchu Annamalai|Teddy Reddy|Raheem Khan|Jack Devnarain|Glen Gabela|
1050,Penelope Allen|Gordon MacDonald|Madison Arnold|Vincent Angell|Harris Yulin|Alec Baldwin|Al Pacino|Timmy Prairie|Landon Prairie|Kevin Conway|Larry Bryggman|Kevin Spacey|Estelle Parsons|Winona Ryder|Phil Parolisi|
1051,Carol Kane|Mark Boone Junior|Steve Buscemi|Bronson Dudley|Anthony LaPaglia|Michael Buscemi|Elizabeth Bracco|John Ventimiglia|Steven Randazzo|Suzanne Shepherd|Rockets Redglare|Joe Lisi|Debi Mazar|Eszter Balint|Richard Boes|
1053,Ashley Judd|Luke Perry|Edmund Wyson|Michael Skewes|Scott Cummins|Kevin Mukherji|Kate Walsh|Tom Towles|Penelope Milford|Brian McCann|Dawn Maxey|Kevin Hurley|Brian Blondell|
1054,Richard Belzer|Andre Braugher|Thomas Jefferson Byrd|Gabriel Casseus|Albert Hall|Hill Harper|Harry Lennix|Bernie Mac|Wendell Pierce|Roger Guenveur Smith|Isaiah Washington|Steve White|Ossie Davis|
1055,Charlie Sheen|Donald Sutherland|Linda Hamilton|Stephen Lang|Ben Gazzara|Nicholas Turturro|Stanley Anderson|Theodore Bikel|Charles Cioffi|Paul Gleason|Sam Waterston|Gore Vidal|Henry Strozier|Dey Young|
1056,Christopher Eccleston|Kate Winslet|Liam Cunningham|Rachel Griffiths|June Whitfield|Ross Colvin Turnbull|James Daley|Berwick Kaler|Sean McKenzie|Richard Albrecht|Caitlin Bossley|Emma Turner|Lorraine Hilton|James Nesbitt|Mark Lambert|
1057,Edward Norton|Drew Barrymore|Diva Gray|Ami Almendral|Madeline Balmaceda|Vivian Cherry|Tommie Baxter|Jeff DeRocker|Cherylyn Jones|Tina Paul|Vikki Schnurr|Natasha Lyonne|Kevin Hagan|Alan Alda|Gaby Hoffmann|
1059,Leonardo DiCaprio|Claire Danes|John Leguizamo|Harold Perrineau|Pete Postlethwaite|Paul Sorvino|Brian Dennehy|Paul Rudd|Miriam Margolyes|Jesse Bradford|Zak Orth|Jamie Kennedy|Dash Mihok|
1060,Jon Favreau|Vince Vaughn|Ron Livingston|Patrick Van Horn|Heather Graham|Deena Martin|Katherine Kendall|Brooke Langton|Blake Lindsley|Kevin James Kelly|Stephanie Ittleson|Vernon Vaughn|Joan Favreau|Rio Hackford|
1061,Kevin Bacon|Billy Crudup|Robert De Niro|Ron Eldard|Minnie Driver|Vittorio Gassman|Dustin Hoffman|Terry Kinney|Bruno Kirby|Frank Medrano|Jason Patric|Joe Perrino|Brad Pitt|Brad Renfro|Geoffrey Wigdor|
1063,David Arquette|Lukas Haas|Tony Epper|Keith David|Wilson Cruz|Joshua Schaefer|Sydney Lassick|Chris Gartin|Ruth Silver|Alanna Ubach|Richard Kind|Elliott Gould|
1064,Val Bettin|Jim Cummings|Gilbert Gottfried|Linda Larkin|Jerry Orbach|Scott Weinger|Frank Welker|Robin Williams|Jeff Bennett|Corey Burton|Jess Harnell|Clyde Kusatsu|Rob Paulsen|CCH Pounder|
1066,Fred Astaire|Ginger Rogers|Edward Everett Horton|Eric Blore|Jerome Cowan|Ketti Gallian|William Brisbane|Ann Shoemaker|Harriet Hoctor|
1067,Fred Astaire|George Burns|Gracie Allen|Joan Fontaine|Reginald Gardiner|Ray Noble|Constance Collier|Montagu Love|Harry Watson|Jan Duggan|
1068,Robert Young|Robert Mitchum|Robert Ryan|Gloria Grahame|Paul Kelly|Sam Levene|Jacqueline White|Steve Brodie|George Cooper|Richard Benedict|Tom Keene|William Phipps|Lex Barker|Marlo Dwyer|
1069,Dick Powell|Claire Trevor|Anne Shirley|Otto Kruger|Mike Mazurki|Miles Mander|Douglas Walton|Donald Douglas|Ralf Harolde|Esther Howard|
1073,Gene Wilder|Jack Albertson|Peter Ostrum|Roy Kinnear|Julie Dawn Cole|Leonard Stone|Denise Nickerson|Nora Denney|Paris Themmen|Ursula Reit|Michael Bollner|Diana Sowle|Aubrey Woods|David Battley|
1076,Deborah Kerr|Peter Wyngarde|Megs Jenkins|Michael Redgrave|Martin Stephens|Pamela Franklin|Clytie Jessop|Isla Cameron|
1077,Woody Allen|Diane Keaton|John Beck|Mary Gregory|Don Keefer|John McLiam|Bartlett Robinson|Chris Forbes|Mews Small|Peter Hobbs|Susan Miller|Lou Picetti|Jessica Rains|Brian Avery|Spencer Milligan|
1078,Woody Allen|Louise Lasser|Nati Abascal|Jacobo Morales|Jack Axelrod|Howard Cosell|Roger Grimsby|Don Dunphy|Charlotte Rae|Stanley Ackerman|Dan Frazer|
1079,John Cleese|Jamie Lee Curtis|Kevin Kline|Michael Palin|Maria Aitken|Tom Georgeson|Patricia Hayes|Geoffrey Palmer|Cynthia Cleese|Mark Elwes|Neville Phillips|Peter Jonfield|Ken Campbell|Al Ashton|Roger Hume|
1080,Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones|Michael Palin|Terence Bayler|Carol Cleveland|Kenneth Colley|Neil Innes|Charles McKeown|John Young|Gwen Taylor|Peter Brett|
1081,Julie Andrews|James Garner|Robert Preston|Lesley Ann Warren|Alex Karras|Graham Stark|Peter Arne|Herb Tanney|Michael Robbins|Norman Chancer|David Gant|Maria Charles|Malcolm Jamieson|John Cassady|
1082,Robert Redford|Peter Boyle|Melvyn Douglas|Don Porter|Allen Garfield|Karen Carlson|Morgan Upton|Michael Lerner|Kenneth Tobey|Christopher Pray|Joe Miksak|Jenny Sullivan|Tom Dahlgren|Gerald Hiken|
1083,Jack Lemmon|Tony Curtis|Natalie Wood|Peter Falk|Keenan Wynn|Vivian Vance|Dorothy Provine|Larry Storch|Ross Martin|George Macready|Marvin Kaplan|Hal Smith|Denver Pyle|William Bryant|
1084,Warren Beatty|Faye Dunaway|Gene Hackman|Estelle Parsons|Denver Pyle|Dub Taylor|Evans Evans|Gene Wilder|
1085,Spencer Tracy|Felipe Pazos|Harry Bellaver|Don Diamond|Don Blackman|Joey Ray|Mary Hemingway|Richard Alameda|Tony Rosa|Carlos Rivero|Robert Alderette|Mauritz Hugo|
1086,Ray Milland|Grace Kelly|Robert Cummings|John Williams|Anthony Dawson|Leo Britt|Patrick Allen|George Leigh|George Alderson|Robin Hughes|
1087,Ying Huang|Richard Troxell|Ning Liang|Richard Cowan|Jing Ma Fan|Constance Hauman|Kusakabe Yo|Kamel Touati|Yoshi Oida|Qing Wu|Nabil Agoun|Lofti Bahri|Salem Zahrouni|
1088,Jennifer Grey|Patrick Swayze|Jerry Orbach|Cynthia Rhodes|Jack Weston|Jane Brucker|Kelly Bishop|Lonny Price|Max Cantor|Neal Jones|Wayne Knight|Paula Trueman|Alvin Myerovich|
1089,Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi|Lawrence Tierney|Edward Bunker|Quentin Tarantino|Randy Brooks|Kirk Baltz|Steven Wright|Rich Turner|David Steen|Tony Cosmo|Stevo Polyi|
1090,Tom Berenger|Keith David|Willem Dafoe|Forest Whitaker|Francesco Quinn|Kevin Dillon|Reggie Johnson|Mark Moses|Corey Glover|Johnny Depp|Chris Pedersen|Bob Orwig|Corkey Ford|David Neidorf|
1091,Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart|Terry Kiser|Don Calfa|Catherine Parks|Eloise DeJoria|Gregory Salata|Louis Giambalvo|Ted Kotcheff|Margaret Hall|Timothy Perez|Mark Kenneth Smaltz|Anthony Mannino|Polly Segal|
1092,Michael Douglas|Sharon Stone|George Dzundza|Jeanne Tripplehorn|Denis Arndt|Leilani Sarelle|Chelcie Ross|Dorothy Malone|Wayne Knight|Daniel von Bargen|Stephen Tobolowsky|Benjamin Mouton|Jack McGee|Bill Cable|
1093,Val Kilmer|Meg Ryan|Kyle MacLachlan|Frank Whaley|Kevin Dillon|Michael Wincott|Michael Madsen|Josh Evans|Dennis Burkley|Billy Idol|Kathleen Quinlan|John Densmore|Gretchen Becker|Jerry Sturm|Sean Stone|
1094,Forest Whitaker|Miranda Richardson|Stephen Rea|Adrian Dunbar|Breffni McKenna|Joe Savino|Birdy Sweeney|Jaye Davidson|Jim Broadbent|Ralph Brown|Tony Slattery|Jack Carr|Josephine White|Shar Campbell|
1095,Al Pacino|Jack Lemmon|Alec Baldwin|Alan Arkin|Ed Harris|Kevin Spacey|Jonathan Pryce|Bruce Altman|Jude Ciccolella|Paul Butler|Lori Tan Chinn|Neal Jones|Barry Rohrssen|Leigh French|George Cheung|
1096,Meryl Streep|Kevin Kline|Peter MacNicol|Rita Karin|Greta Turken|Josh Mostel|Marcell Rosenblatt|Moishe Rosenfeld|Robin Bartlett|Eugene Lipinski|John Rothman|Joseph Leon|David Wohl|Nina Polan|
1097,Dee Wallace|Henry Thomas|Peter Coyote|Robert MacNaughton|Drew Barrymore|Sean Frye|Erika Eleniak|Richard Swingler|Frank Toth|Robert Barton|Michael Darrell|David Berkson|
1099,Reginald Owen|Gene Lockhart|Kathleen Lockhart|Terry Kilburn|Barry MacKay|Lynne Carver|Lionel Braham|Ann Rutherford|Ronald Sinclair|
1100,Tom Cruise|Nicole Kidman|Robert Duvall|Randy Quaid|Cary Elwes|Michael Rooker|Fred Dalton Thompson|Don Simpson|Caroline Williams|Chris Ellis|Peter Appel|Stephen Michael Ayers|
1101,Tom Cruise|Kelly McGillis|Val Kilmer|Anthony Edwards|Tom Skerritt|Michael Ironside|John Stockwell|Barry Tubb|Rick Rossovich|Tim Robbins|Whip Hubley|James Tolkan|Meg Ryan|Adrian Pasdar|
1103,James Dean|Natalie Wood|Sal Mineo|Jim Backus|Ann Doran|Corey Allen|William Hopper|Rochelle Hudson|Dennis Hopper|Edward Platt|Steffi Sidney|Marietta Canty|Virginia Brissac|Beverly Long|Ian Wolfe|
1104,Vivien Leigh|Marlon Brando|Kim Hunter|Karl Malden|Rudy Bond|Nick Dennis|Peg Hillias|Wright King|Richard Garrick|Ann Dere|Edna Thomas|Mickey Kuhn|
1105,Naomi Watts|Karen Black|Mark Salling|Brent Jennings|Toni Marsh|Lewis Flanagan III|Brandon Kleyla|William Windom|Salle Ellis|Marietta Marich|Jonathan Patterson|Joshua Patterson|Kay Bower|Samaria Graham|
1111,Jacques Perrin|Kristin Scott Thomas|
1112,William Forsythe|Vincent Gallo|Adam Trese|Gareth Williams|LisaGay Hamilton|Bridgit Ryan|Kim Dickens|Suzanne Shepherd|Nicole Burdette|Robert LuPone|Sam Coppola|Frances McDormand|Walter Bryant|Douglas Seale|William Riker|
1113,Whoopi Goldberg|Dianne Wiest|Eli Wallach|Tim Daly|Bebe Neuwirth|Austin Pendleton|Lainie Kazan|George Martin|Kenny Kerr|Lee Wilkof|Helen Hanft|George Morfogen|Zeljko Ivanek|Miles Chapin|Jean De Baer|
1114,Christopher Walken|Chris Penn|Annabella Sciorra|Isabella Rossellini|Vincent Gallo|Benicio Del Toro|Gretchen Mol|John Ventimiglia|Paul Hipp|Victor Argo|Gian DiDonna|Dmitri Prachenko|Paul Perri|Gregory Perrelli|Joey Hannon|
1120,Woody Harrelson|Courtney Love|Edward Norton|Brett Harrelson|Donna Hanover|James Cromwell|Crispin Glover|Vincent Schiavelli|Miles Chapin|James Carville|Richard Paul|Burt Neuborne|Cody Block|Ryan Post|
1123,Don Baker|Mark Goodin|Mark Merritt|Bill Clinton|David Jacobsen|Oliver North|Susan Platt|Chuck Robb|Mark Walpole|Douglas Wilder|
1124,Katharine Hepburn|Henry Fonda|Jane Fonda|Doug McKeon|Dabney Coleman|William Lanteau|Christopher Rydell|
1125,Peter Sellers|Christopher Plummer|Catherine Schell|Herbert Lom|Peter Arne|Peter Jeffrey|David Lodge|Graham Stark|Eric Pohlmann|Burt Kwouk|Victor Spinetti|John Bluthal|Mike Grady|
1126,Phoebe Cates|Rik Mayall|Marsha Mason|Tim Matheson|Carrie Fisher|Keith Charles|Ashley Peldon|Daniel Gerroll|Ron Eldard|Eleanor Mondale|Bob Reid|Peter Thoemke|Sjoukje De Jong Douma|Paul Holmes|Steve Cochran|
1127,Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn|Leo Burmester|Todd Graff|John Bedford Lloyd|Kimberly Scott|George Robert Klek|Christopher Murphy|Adam Nelson|Dick Warlock|Jimmie Ray Weeks|
1128,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins|James Canning|Charles Cyphers|Nancy Kyes|Ty Mitchell|Hal Holbrook|Regina Waldon|Jim Haynie|Darrow Igus|
1129,Kurt Russell|Lee Van Cleef|Ernest Borgnine|Donald Pleasence|Isaac Hayes|Season Hubley|Harry Dean Stanton|Adrienne Barbeau|Tom Atkins|Charles Cyphers|Joe Unger|Frank Doubleday|John Strobel|John Cothran|Garrett Bergfeld|
1130,Dee Wallace|Patrick Macnee|Dennis Dugan|Christopher Stone|Belinda Balaski|Kevin McCarthy|John Carradine|Slim Pickens|Elisabeth Brooks|Robert Picardo|Margie Impert|Noble Willingham|James Murtaugh|James MacKrell|Kenneth Tobey|
1131,Yves Montand|Daniel Auteuil|Elisabeth Depardieu|Margarita Lozano|Ernestine Mazurowna|Armand Meffre|Pierre Nougaro|Jean Maurel|Roger Souza|Didier Pain|Marc Betton|Clement Cal|
1132,Yves Montand|Daniel Auteuil|Hippolyte Girardot|Margarita Lozano|Yvonne Gamy|Ticky Holgado|Jean Bouchaud|Elisabeth Depardieu|Gabriel Bacquier|Armand Meffre|Pierre Nougaro|Jean Maurel|Roger Souza|
1133,Kim Wayans|Daniel Beer|Daria Lynn|Randy Powell|Kerry Ruff|Marcy Walker|Michael Columbo|Joe Richards|Mark Cuban|Charles Stransky|Jules Mandel|Sylvia Saxon|Selma Benjamin|Charlene Blaine|
1135,Goldie Hawn|Eileen Brennan|Armand Assante|Robert Webber|Sam Wanamaker|Barbara Barrie|Mary Kay Place|Harry Dean Stanton|Albert Brooks|Alan Oppenheimer|Estelle Marlov|Everett Covin|Robert Hanley|Lee Wallace|James Dybas|
1136,Graham Chapman|John Cleese|Eric Idle|Terry Gilliam|Terry Jones|Michael Palin|Connie Booth|Carol Cleveland|Neil Innes|Bee Duffell|John Young|Rita Davies|Avril Stewart|Sally Kinghorn|Mark Zycon|
1137,Tony Ward|Bruce La Bruce|Ivar Johnson|Kevin Kramer|Alex Austin|Ron Athey|Glen Meadmore|Graham David Smith|Bud Cockerham|Michael Glass|Vaginal Davis|Ryan Block|Darryl Carlton|
1145,Paul Miller|Warren Miller|Travis Ramos|Brad Vancour|
1147,Muhammad Ali|George Foreman|Don King|James Brown|Mobutu Sese Seko|Spike Lee|Norman Mailer|George Plimpton|Thomas Hauser|Malick Bowens|Lloyd Price|The Spinners|Miriam Makeba|Drew Bundini Brown|
1148,Peter Sallis|
1150,Nathalie Baye|Maurice Barrier|Isabelle Sadoyan|Chantal Deruaz|Maurice Jacquemont|Roger Planchon|Francis Arnaud|Philippe Babin|Axel Bogousslavsky|Neige Dolsky|Adrien Duquesne|
1151,Petr Cepek|Jan Kraus|Antonin Zacpal|Josef Fiala|Frantisek Polata|Josef Chodora|Petr Meissel|
1152,Richard Basehart|Scott Brady|Roy Roberts|Whit Bissell|James Cardwell|Jack Webb|
1153,Claire Trevor|Marsha Hunt|John Ireland|Raymond Burr|Curt Conway|Chili Williams|Regis Toomey|Whit Bissell|Cliff Clark|
1154,Mary Meade|Alfred Ryder|Wallace Ford|June Lockhart|Charles McGraw|Jane Randolph|Art Smith|Herbert Heyes|Jack Overman|John Wengraf|Jim Bannon|William Malten|
1161,Mario Adorf|Angela Winkler|David Bennent|Katharina Thalbach|Daniel Olbrychski|Tina Engel|Berta Drews|Roland Teubner|Tadeusz Kunikowski|Heinz Bennent|Werner Rehm|Helmut Brasch|
1162,Hugh Owens|Harry Andrews|Arthur Lowe|William Mervyn|Coral Browne|James Villiers|Alastair Sim|Hugh Burden|Michael Bryant|Henry Woolf|Griffith Davies|Oliver MacGreevy|Kay Walsh|Patsy Byrne|
1163,Romane Bohringer|Elsa Zylberstein|Florence Thomassin|Eric Defosse|Nils Tavernier|Chantal Krief|Jany Gastaldi|Dumitru Furdui|Harry Cleven|Hugues Quester|Alexandre von Sivers|Artus de Penguern|Toni Cecchinato|
1164,Marina Vlady|Anny Duperey|Roger Montsoret|Jean Narboni|Yves Beneyton|Juliet Berto|Helena Bielicic|Christophe Bourseiller|Marie Bourseiller|Marie Cardinal|Robert Chevassu|Joseph Gehrard|Blandine Jeanson|
1165,Russ Little|Tinka Menkes|Robert Muller|Sherry Sibley|
1167,Greg Kinnear|Laurie Metcalf|Maria Pitillo|Tim Conway|Hector Elizondo|Jon Seda|Roscoe Lee Browne|Anna Maria Horsford|Kathleen Marshall|Felix Pire|Donal Logue|Sam McMurray|Nancy Marchand|Larry Miller|
1168,Mariel Hemingway|Mason Gamble|Ken Pogue|Hrothgar Mathews|Johanna Marlowe|Gavin Buhr|Julia Montgomery Brown|Primo|
1169,Jesse Jackson|Juan Munoz|Ray Rogers|
1171,Tim Robbins|Giancarlo Esposito|Alan Rickman|Ray Wise|Brian Murray|Gore Vidal|Rebecca Jenkins|Harry Lennix|John Ottavino|Robert Stanton|Kelly Willis|Merrilee Dale|Tom Atkins|David Strathairn|James Spader|
1172,Antonella Attili|Enzo Cannavale|Isa Danieli|Leo Gullotta|Marco Leonardi|Pupella Maggio|Agnese Nano|Leopoldo Trieste|Salvatore Cascio|Tano Cimarosa|Nicola Di Pinto|Roberta Lena|Nino Terzo|Jacques Perrin|Brigitte Fossey|
1173,Richard Bohringer|Michael Gambon|Helen Mirren|Alan Howard|Tim Roth|Gary Olsen|Ewan Stewart|Ron Cook|Liz Smith|Emer Gillespie|Janet Henfrey|Arnie Breeveld|Tony Alleff|
1174,Michel Blanc|Carole Bouquet|Philippe Noiret|Josiane Balasko|Christian Clavier|Guillaume Durand|Charlotte Gainsbourg|David Hallyday|Dominique Lavanant|Thierry Lhermitte|Mathilda May|Roman Polanski|
1175,Pascal Benezech|Dominique Pinon|Karin Viard|Ticky Holgado|Boban Janevski|Mikael Todde|Edith Ker|Rufus|Jacques Mathou|Howard Vernon|Chick Ortega|Silvie Laguna|
1176,Halina Gryglaszewska|Kalina Jedrusik|Aleksander Bardini|Wladyslaw Kowalski|Jerzy Gudejko|Janusz Sterninski|Philippe Volter|Sandrine Dumas|Louis Ducreux|Claude Duneton|Lorraine Evanoff|
1177,Josie Lawrence|Miranda Richardson|Alfred Molina|Neville Phillips|Jim Broadbent|Michael Kitchen|Joan Plowright|Polly Walker|Stephen Beckett|Matthew Radford|Davide Manuli|Vittorio Duse|Adriana Facchetti|Anna Longhi|
1178,Kirk Douglas|Ralph Meeker|Adolphe Menjou|George Macready|Wayne Morris|Richard Anderson|Joe Turkel|Christiane Kubrick|Jerry Hausner|Peter Capell|Emile Meyer|Bert Freed|Kem Dibbs|Timothy Carey|Fred Bell|
1179,Anjelica Huston|John Cusack|Annette Bening|Jan Munroe|Robert Weems|Stephen Tobolowsky|Jimmy Noonan|Richard Holden|Henry Jones|Michael Laskin|Eddie Jones|Sandy Baron|Lou Hancock|Gailard Sartain|Noelle Harling|
1180,Brian Flanagan|Constance Cowley|Marie Mullen|Phil Kelly|Jean Blanchflower|Adrian Dunbar|Tara Fitzgerald|John Dair|Stephen Marcus|John Neville Rufus Altman|Joe Cuddy|Britta Smith|Gladys Sheehan|Gina Moxley|
1181,Michael Dudikoff|Randy Travis|Valerie Wildman|Andrew Stevens|William Smith|Eric Lawson|Robert Donavan|Cal Bartlett|Hoke Howell|Libby George|Peter Sherayko|Bill Langlois Monroe|Ryan Latshaw|Marc Vahanian|
1183,Ralph Fiennes|Juliette Binoche|Willem Dafoe|Kristin Scott Thomas|Naveen Andrews|Colin Firth|Julian Wadham|Kevin Whately|Clive Merrison|Nino Castelnuovo|Hichem Rostom|Geordie Johnson|Torri Higginson|
1184,Diego Abatantuono|Claudio Bigagli|Giuseppe Cederna|Claudio Bisio|Gigio Alberti|Ugo Conti|Memo Dini|Vasco Mirandola|Vana Barba|Luigi Montini|Irene Grazioli|Antonio Catania|
1185,Brenda Fricker|Alison Whelan|Kirsten Sheridan|Declan Croghan|Eanna MacLiam|Marie Conmee|Cyril Cusack|Phelim Drew|Ruth McCabe|Fiona Shaw|Ray McAnally|Pat Laffan|Derry Power|
1186,James Spader|Andie MacDowell|Peter Gallagher|Laura San Giacomo|Ron Vawter|Steven Brill|Alexandra Root|David Foil|
1187,Mary McDonnell|Angela Bassett|Lenore Banks|Will Mahoney|Nelle Stokes|Brett Ardoin|Michael Mantell|Daniel Dupont|Chuck Cain|Shana Ledet Qualls|Paula Lafleur|Maggie Renzi|Marianne Muellerleile|Victoria Edwards|Amanda Carlin|
1188,Paul Mercurio|Tara Morice|Bill Hunter|Pat Thomson|Gia Carides|Peter Whitford|Barry Otto|John Hannan|Sonia Kruger|Kris McQuade|Pip Mushin|Leonie Page|Antonio Vargas|Armonia Benedito|Jack Webster|
1189,Randall Adams|David Harris|Gus Rose|Jackie Johnson|Marshall Touchton|Dale Holt|Sam Kittrell|Hootie Nelson|Dennis Johnson|Floyd Jackson|Edith James|Dennis White|Don Metcalfe|Emily Miller|
1190,Victoria Abril|Antonio Banderas|Julieta Serrano|Rossy de Palma|Francisco Rabal|Lola Cardona|Emiliano Redondo|Oswaldo Delgado|Concha Rabal|Angelina Llongueras|
1191,Madonna|Donna DeLory|Niki Harris|Luis Camacho|Salim Gauwloos|Jose Guitierez|Kevin Alexander Stea|Gabriel Trupin|Carlton Wilborn|Sharon Gault|Joanne Gair|Jai Winding|Jonathan Moffett|
1192,Brooke Xtravaganza|Dorian Corey|Pepper LaBeija|Junior Labeija|Willi Ninja|Sandy Ninja|Kim Pendavis|Freddie Pendavis|Sol Pendavis|Avis Pendavis|Stevie Saint Laurent|Anji Xtravaganza|
1193,Michael Berryman|Peter Brocco|Alonzo Brown|Scatman Crothers|Mwako Cumbuka|Danny DeVito|William Duell|Josip Elic|Lan Fendors|Louise Fletcher|Nathan George|Ken Kenny|Mel Lambert|Sydney Lassick|
1194,Cheech Marin|Tommy Chong|Strother Martin|Edie Adams|Harold Fong|Richard Novo|Jane Moder|Pam Bille|Arthur Roberts|Marian Beeler|Donald Hotton|John Ian Jacobs|Christopher Joy|Ray Vitte|Michael Caldwell|
1196,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Kenny Baker|Frank Oz|Alec Guinness|Jeremy Bulloch|John Hollis|Jack Purvis|Des Webb|Clive Revill|
1197,Cary Elwes|Mandy Patinkin|Chris Sarandon|Christopher Guest|Wallace Shawn|Fred Savage|Robin Wright|Peter Falk|Peter Cook|Mel Smith|Carol Kane|Billy Crystal|Anne Dyson|Margery Mason|
1198,Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|Denholm Elliott|Alfred Molina|Wolf Kahler|Anthony Higgins|Vic Tablian|Don Fellows|William Hootkins|Bill Reimbold|Fred Sorenson|Patrick Durkin|
1199,Jonathan Pryce|Robert De Niro|Katherine Helmond|Ian Holm|Bob Hoskins|Michael Palin|Ian Richardson|Peter Vaughan|Kim Greist|Jim Broadbent|Barbara Hicks|Charles McKeown|Kathryn Pogson|Bryan Pringle|
